numero_national_de_structure;libelle;sigle;annee_de_creation;type_de_structure;code_de_type_de_structure;code_de_niveau_de_structure;site_web;adresse;code_postal;commune;nom_du_responsable;prenom_du_responsable;titre_du_responsable;label_numero;tutelles;sigles_des_tutelles;code_de_nature_de_tutelle;nature_de_tutelle;uai_des_tutelles;siret_des_tutelles;code_de_type_de_tutelle;type_de_tutelle;numero_de_structure_enfant;numero_de_structure_parent;numero_de_structure_historique;type_de_succession;code_de_type_de_succession;annee_d_effet_historique;code_domaine_scientifique;domaine_scientifique;code_panel_erc;panel_erc;fiche_rnsr
201020184A;ETUDE LONGITUDINALE FRANCAISE DEPUIS L'ENFANCE;ELFE;2010;Unité mixte;22;2;http://www.ined.fr/fr/recherche/equipes-recherche/UR10;INED 133, Boulevard Davout;75980;PARIS CEDEX 20;CHARLES;Marie-Aline;;US 2,US 2;Institut national de la sante et de la recherche medicale,Institut national d'études démographiques;INSERM,INED;EPST,EPST;Organismes de type EPST,Organismes de type EPST;0755364Y,0755360U;18003604800015,18003702000039;TUTE,TUTE;établissement tutelle,établissement tutelle;;;;;;;5,7;Biologie, médecine et santé,Sciences de la société;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201020184A&PUBLIC=OK
201521640L;Institut d'Histoire du Droit Edmond Meynial;IHD;2015;Unité propre;21;2;;Université de Montpellier UFR Droit et Science politique 39 rue de l'Université;34060;Montpellier;PASCAL;Vielfaure;;UR UM206;Université de Montpellier (EPE);MONTPELLIER;UNIV;Université;0342490X;13002979600013;TUTE;établissement tutelle;;;;;;;;;SH2;Institutions, Governance and Legal Systems : Political science, international relations, law;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201521640L&PUBLIC=OK
199917981D;Environnement Méditerranéen et Modélisation des Agro-Hydrosystèmes;EMMAH;1999;Unité mixte;22;2;https://www6.paca.inrae.fr/emmah/;228  route de l'Aérodrome CS40509;84914;Avignon;MOITRIER,MESGOUEZ,CHALIKAKIS,PELOSI;Nathalie,Arnaud,Kostantinos,Céline;Dir. Adj.,Dir. Adj.,Dir. Adj.,Directrice;UMR_A 1114,UMR 1114;AVIGNON UNIVERSITE,Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;AU,INRAE;UNIV,EPST;Université,Organismes de type EPST;0840685N;19840685200204,18007003901803;TUTE,TUTE;établissement tutelle,établissement tutelle;;;;;;;2,10;Physique,Sciences agronomiques et écologiques;"LS8;LS9;PE10";Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=199917981D&PUBLIC=OK
201522432X;Centre d'Etudes des Maladies Infectieuses et Pharmacologie Anti-Infectieuse;CEMIPAI;2015;Unité mixte;22;2;http://www.cemipai.fr/;CNRS 1919 route de Mende;34293;MONTPELLIER CEDEX 5;MURIAUX;Delphine;DIR;UAR 3725,UAR 3725;Centre national de la recherche scientifique,Université de Montpellier (EPE);CNRS,MONTPELLIER;EPST,UNIV;Organismes de type EPST,Université;0753639Y,0342490X;18008901303720,13002979600013;TUTE,TUTE;établissement tutelle,établissement tutelle;;;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201522432X&PUBLIC=OK
201122298U;Recherches et développements Technologiques;REM-RDT;2011;Unité propre;21;2;https://wwz.ifremer.fr/rd_technologiques/;Centre Bretagne - ZI de la Pointe du Diable - CS 10070;29280;Plouzané;CRANEGUY;Philippe;;;Institut Francais de Recherche pour l'Exploitation de la Mer;IFREMER;EPIC;Organismes de type EPIC;0922262J;33071536800032;TUTE;établissement tutelle;;201122270N;;;;;8;Sciences pour l'ingénieur;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201122298U&PUBLIC=OK
201722483U;Histoire- Territoire - Mémoire;HisTeMé;2017;Unité propre;21;2;;Campus 1 - Bâtiment N, 14032 CAEN CEDEX 5;;;DE MATHAN;Anne;Directeur;UR 7455;Université de Caen Normandie;CAEN;UNIV;Université;0141408E;19141408500016;TUTE;établissement tutelle;;;199612361H;renouvellement;R;2017;6;Sciences humaines et humanités;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201722483U&PUBLIC=OK
200815514H;Identité Culturelle, Textes et Théatralité;UPR - 4277;2008;Unité propre;21;2;http://ictt.univ-avignon.fr/;AVIGNON UNIVERSITE - Campus Hannah Arendt, site Sainte Marthe Bâtiment Nord 74 rue Louis Pasteur, 84 000 Avignon;84000;AVIGNON CEDEX 1;PAOLI,TERNAUX,RANGER,MACE,FALKERT;Anne,Jean-Claude,Graham,Nathalie,Anika;ADJ,ADJ,ADJ,ADJ;EA 4277;AVIGNON UNIVERSITE;AU;UNIV;Université;0840685N;19840685200204;TUTE;établissement tutelle;;;;;;;6;Sciences humaines et humanités;SH5;Texts and Concepts : Literary studies, literature, philosophy;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200815514H&PUBLIC=OK
201420921J;Open Edition Center;;2009;Unité mixte;22;2;https://www.openedition.org/;OpenEdition, 3 rue Frédéric Joliot-Curie;13451;MARSEILLE CEDEX 13;PELLEN;Marie;Directrice;UMS 3287,UAR 2504,UAR 2504,UMR 2504;Ecole des Hautes Etudes en Sciences Sociales Paris,AVIGNON UNIVERSITE,Centre national de la recherche scientifique,Université Aix-Marseille;EHESS PARIS,AU,CNRS,AIX-MARSEILLE;AUT_ETAB,UNIV,EPST,UNIV;Autres établissements ESR,Université,Organismes de type EPST,Université;0753742K,0840685N,0753639Y,0134009M;19753742600011,19840685200204,18008901303720,13001533200013;TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;;;;;;6,9;Sciences humaines et humanités,Sciences et technologies de l'information et de la communication;"SH5;PE6";Texts and Concepts : Literary studies, literature, philosophy,Computer science and informatics : informatics and information systems, computer science, scientific computing, intelligent systems;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201420921J&PUBLIC=OK
200422442F;CNRS Images;CNRS Images;2004;Unité propre;21;2;http://www.cnrs.fr/cnrs-images/;CNRS, Pavillon de la Communication, 1 place Aristide Briand;92190;MEUDON;GUILBERT;Jérome;DIR;UAR 2841;Centre national de la recherche scientifique;CNRS;EPST;Organismes de type EPST;0753639Y;18008901303720;TUTE;établissement tutelle;;;;;;;;;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200422442F&PUBLIC=OK
201622301A;Centre d'études et de recherche sur la diplomatie, l'administration publique et le politique;CERDAP²;2016;Unité mixte;22;2;http://www.sciencespo-grenoble.fr/recherche/laboratoires/cerdap²/;1030 avenue Centrale - Domaine Universitaire;38400;St Martin d'Hères;BERNARD,FISCHER,SCOLAN;Marie-Julie,Bénédicte,Virginie;Directrice adjointe,Directrice adjointe,Directeur;EA 7443;Institut Etudes Politiques Grenoble,Université Grenoble Alpes;IEP GRENOBLE,GRENOBLE ALPES;AUT_ETAB,UNIV;Autres établissements ESR,Université;0380134P,0383546Y;19380134700017,13002608100013;TUTE,TUTE;établissement tutelle,établissement tutelle;;;;;;;7;Sciences de la société;SH2;Institutions, Governance and Legal Systems : Political science, international relations, law;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201622301A&PUBLIC=OK
201422303L;Institut de Calcul Intensif;ICI;2014;Unité propre;21;2;http://ici.ec-nantes.fr/;1 rue de la Noë - BP92101;44321;Nantes Cedex 3;COUPEZ,SILVA;Thierry,LUISA;;EA 7471;Ecole Centrale de Nantes;EC. CENTRALE NANTES;AUT_ETAB;Autres établissements ESR;0440100V;19440100600011;TUTE;établissement tutelle;;;;;;;;;PE6;Computer science and informatics : informatics and information systems, computer science, scientific computing, intelligent systems;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201422303L&PUBLIC=OK
201021632Z;Unité de Recherche et d'Expertise des Bactéries pathogènes entériques;;2010;Unité propre;21;2;https://research.pasteur.fr/en/team/enteric-bacterial-pathogens/;Institut Pasteur, 25-28 rue du Docteur Roux;75724;Paris Cedex 15;WEILL;François-Xavier;DIR;;Institut Pasteur;INSTITUT PASTEUR;FONDATION;Fondation et institut particulier (Institut pasteur, Institut Curie, etc.);0755366A;77568489700017;TUTE;établissement tutelle;;201923234B;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201021632Z&PUBLIC=OK
201521290F;Institut des Neurosciences Paris Saclay;NeuroPSI;2015;Unité mixte;22;2;https://neuropsi.cnrs.fr/;151 route de la Rotonde, Centre CEA Paris-Saclay, Bâtiment 151;91400;SACLAY;ROUYER;François;;UMR 9197,UMR 9197,UMR 9197,UMR 9197,UMR 9197;Centre national de la recherche scientifique,Université Paris-Saclay,Institut national de la sante et de la recherche medicale,Commissariat à l'énergie atomique et aux énergies alternatives,Université Jean Monnet EPE;CNRS,U PARIS-SACLAY,INSERM,CEA,UJM;EPST,UNIV,EPST,EPIC,UNIV;Organismes de type EPST,Université,Organismes de type EPST,Organismes de type EPIC,Université;0753639Y,0912408Y,0755364Y,0912281K,0422388T;18008901303720,13002602400054,18003604800015,77568501900587,93850168100010;TUTE,TUTE,PART,PART,PART;établissement tutelle,établissement tutelle,établissement participant,établissement participant,établissement participant;;;200217570U,201019030W;"fusion;fusion";"F;F";"2015;2015";5;Biologie, médecine et santé;LS5;Neuroscience and Disorders of the Nervous System : Nervous system development, homeostasis and ageing, nervous system function and dysfunction, systems neuroscience and modelling, biological basis of cognitive processes and of behaviour, neurological and mental disorders;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201521290F&PUBLIC=OK
201521299R;Institut de Biologie Intégrative de la Cellule;I2BC;2015;Unité mixte;22;2;https://www.i2bc.paris-saclay.fr/;Av de la terrasse;91198;GIF SUR YVETTE CEDEX;GASPARINI,BOCCARD;Sylvaine,Frédéric;DIR-ADJ,DIR;UMR 9198,UMR 9198,UMR 9198;Centre national de la recherche scientifique,Université Paris-Saclay,Institut national de la sante et de la recherche medicale,Commissariat à l'énergie atomique et aux énergies alternatives;CNRS,U PARIS-SACLAY,INSERM,CEA;EPST,UNIV,EPST,EPIC;Organismes de type EPST,Université,Organismes de type EPST,Organismes de type EPIC;0753639Y,0912408Y,0755364Y,0912281K;18008901303720,13002602400054,18003604800015,77568501900587;TUTE,TUTE,PART,PART;établissement tutelle,établissement tutelle,établissement participant,établissement participant;;201722498K;199812944H,199812946K,200117363Y,200217010K,200217929J,201019283W,201220419X;"éclatement - fusion;éclatement - fusion;éclatement - fusion;éclatement - fusion;éclatement - fusion;éclatement - fusion;éclatement - fusion";"EF;EF;EF;EF;EF;EF;EF";"2015;2015;2015;2015;2015;2015;2015";5;Biologie, médecine et santé;"LS6;LS3;LS1;LS2";Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,Cell Biology, Development, Stem Cells and Regeneration : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201521299R&PUBLIC=OK
201320680B;Département Composants et systèmes;COSYS;2013;Unité propre;21;2;https://cosys.univ-gustave-eiffel.fr/;14-20 boulevard Newton - Cité Descartes;77447;Marne-la-Vallée cedex 2;;;;;Université Gustave Eiffel;UNIV.G.EIFFEL;UNIV;Université;0772894C;13002612300013;TUTE;établissement tutelle;;;;;;;9;Sciences et technologies de l'information et de la communication;PE7;Systems and communication engineering : Electrical, electronic, communication, optical and systems engineering;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201320680B&PUBLIC=OK
201622038P;Mouvements de données pour le calcul haute performance;DATAMOVE;2016;Unité propre;21;2;;;;;RAFFIN;Bruno;;;Centre national de la recherche scientifique,Institut national de la recherche en informatique et automatique,Université Grenoble Alpes;CNRS,INRIA,GRENOBLE ALPES;EPST,EPST,UNIV;Organismes de type EPST,Organismes de type EPST,Université;0753639Y,0780491K,0383546Y;18008901303720,18008904700013,13002608100013;TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle;;200711886U,199218244V;;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201622038P&PUBLIC=OK
201622054G;Cryptology, arithmetic : algebraic methods for better algorithms;CARAMBA;2016;Unité propre;21;2;;;;;THOME;Emmanuel;;;Centre national de la recherche scientifique,Institut national de la recherche en informatique et automatique,Université de Lorraine;CNRS,INRIA,LORRAINE;EPST,EPST,UNIV;Organismes de type EPST,Organismes de type EPST,Université;0753639Y,0780491K,0542493S;18008901303720,18008904700013,13001550600012;TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle;;198618246Y,198912571S;;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201622054G&PUBLIC=OK
201422126U;Diversity-centric Software Engineering;DIVERSE;2014;Unité propre;21;2;http://www.inria.fr/equipes/diverse;;35042;Rennes;Barais;Olivier;;;Institut National des Sciences Appliquées Rennes,Centre national de la recherche scientifique,Institut national de la recherche en informatique et automatique,Université de Rennes (EPE);INSA RENNES,CNRS,INRIA,RENNES;AUT_ETAB,EPST,EPST,UNIV;Autres établissements ESR,Organismes de type EPST,Organismes de type EPST,Université;0350097R,0753639Y,0780491K,0353074B;19350097200016,18008901303720,18008904700013,13003051300019;TUTE,TUTE,TUTE,TUTE;établissement tutelle,établissement tutelle,établissement tutelle,établissement tutelle;;198018249C,200012163A;;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201422126U&PUBLIC=OK
201722498K;Institut des sciences du vivant FRÉDÉRIC-JOLIOT;JOLIOT;2017;Unité propre;21;2;http://joliot.cea.fr/drf/joliot;Centre CEA Paris-Saclay;91191;Gif-sur-Yvette;VERNIER,RIVOALLAN;Philippe,Annie;Directeur,Directrice adjointe;;Commissariat à l'énergie atomique et aux énergies alternatives,Université Paris-Saclay;CEA,U PARIS-SACLAY;EPIC,UNIV;Organismes de type EPIC,Université;0912281K,0912408Y;77568501900587,13002602400054;TUTE,PART;établissement tutelle,établissement participant;201722555X,201722554W,201521299R;201622496M;199018603U,199018606X;"éclatement - fusion;éclatement - fusion";"EF;EF";"2017;2017";5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201722498K&PUBLIC=OK
201621841A;MARGE;MARGE;2016;Unité propre;21;2;http://marge.univ-lyon3.fr/;UNIVERSITE JEAN MOULIN LYON 3 - 1C, avenue des Frères Lumière CS 78242;69372;LYON CEDEX 08;COTE;Christian;;;Université Jean Moulin Lyon 3;LYON 3;UNIV;Université;0692437Z;19692437700282;TUTE;établissement tutelle;;;200314981A;éclatement;E;2015;6;Sciences humaines et humanités;SH4;The Human Mind and Its Complexity : Cognitive science, psychology, linguistics;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201621841A&PUBLIC=OK
200112497J;Laboratoire de Linguistique Formelle;LLF;2001;Unité mixte;22;2;http://www.llf.cnrs.fr/;Bâtiment Olympe de Gouges, 5ème étage. 8, Rue Albert Einstein;75013;PARIS;BURNETT;Heather;Directrice;UMR 7110,UMR 7110;Centre national de la recherche scientifique,Université Paris Cité;CNRS,U PARIS Cité;EPST,UNIV;Organismes de type EPST,Université;0753639Y,0755976N;18008901303720,13002573700011;TUTE,TUTE;établissement tutelle,établissement tutelle;;200219848V;;;;;6;Sciences humaines et humanités;SH4;The Human Mind and Its Complexity : Cognitive science, psychology, linguistics;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200112497J&PUBLIC=OK
200815525V;CENTRE D'HISTOIRE DES SOCIÉTÉS, DES SCIENCES ET DES CONFLITS - UR UPJV 4289;CHSSC;2008;Unité propre;21;2;;Université de Picardie Jules Verne - Pôle Citadelle - 10 rue des Français libres;80080;AMIENS;NIVET;Philippe;Directeur;UR 4289,EA 4289;Université Picardie Jules-Verne Amiens,CHU Amiens-Picardie;AMIENS,CHU AMIENS-PICARDIE;UNIV,MEDIC;Université,Etablissements de santé;0801344B;19801344300017,26800014800125;TUTE,PART;établissement tutelle,établissement participant;201523984J;;200415164V,200415161S;"fusion;fusion";"F;F";"2008;2008";5,6;Biologie, médecine et santé,Sciences humaines et humanités;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200815525V&PUBLIC=OK
